Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-04-26 00:00:00-04:00,25.100000381469727,25.299999237060547,25.100000381469727,25.200000762939453,18000,0.0,0.0,0.0
2018-04-27 00:00:00-04:00,25.450000762939453,25.450000762939453,25.049999237060547,25.049999237060547,24000,0.0,0.0,0.0
2018-04-30 00:00:00-04:00,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,6000,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,25.100000381469727,25.100000381469727,25.049999237060547,25.049999237060547,18000,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,6000,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,25.100000381469727,25.149999618530273,25.0,25.0,54000,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,25.100000381469727,25.100000381469727,25.049999237060547,25.049999237060547,12000,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,25.100000381469727,25.100000381469727,25.049999237060547,25.049999237060547,12000,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,6000,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,24000,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,0,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,6000,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,25.0,25.049999237060547,25.0,25.049999237060547,36000,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,25.0,25.0,24.950000762939453,24.950000762939453,30000,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,25.0,25.0,25.0,25.0,12000,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,25.0,25.100000381469727,25.0,25.100000381469727,36000,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,25.200000762939453,25.200000762939453,24.5,25.049999237060547,24000,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,24.0,24.0,24.0,24.0,6000,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,12000,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,0,0.0,0.0,0.0
2018-05-29 00:00:00-04:00,25.0,25.0,25.0,25.0,0,0.0,0.0,0.0
2018-05-30 00:00:00-04:00,25.0,25.0,25.0,25.0,0,0.0,0.0,0.0
