Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,15.495144630103395,16.32630157470703,15.495144630103395,16.32630157470703,3779,0.0,0.0
2002-07-02 00:00:00+05:30,17.12777552601685,17.157459259033203,17.12777552601685,17.157459259033203,1660,0.0,0.0
2002-07-03 00:00:00+05:30,18.018301010131836,18.018301010131836,18.018301010131836,18.018301010131836,1885,0.0,0.0
2002-07-04 00:00:00+05:30,18.938507080078125,18.938507080078125,18.938507080078125,18.938507080078125,3910,0.0,0.0
2002-07-05 00:00:00+05:30,19.88840103149414,19.88840103149414,19.88840103149414,19.88840103149414,3891,0.0,0.0
2002-07-08 00:00:00+05:30,19.739988655068903,20.897672653198242,18.968200077890753,20.897672653198242,41701,0.0,0.0
2002-07-09 00:00:00+05:30,21.372614210793188,21.372614210793188,19.888404890599215,20.125879287719727,8223,0.0,0.0
2002-07-10 00:00:00+05:30,20.45240629111493,20.45240629111493,18.611986381091672,18.968196868896484,7151,0.0,0.0
2002-07-11 00:00:00+05:30,18.16672355442614,19.294722488839774,18.16672355442614,18.968196868896484,8849,0.0,0.0
2002-07-12 00:00:00+05:30,18.701036258933588,20.12587802264652,18.701036258933588,19.116615295410156,2890,0.0,0.0
2002-07-15 00:00:00+05:30,20.630506746696703,20.630506746696703,18.819772075111164,19.59156036376953,4444,0.0,0.0
2002-07-16 00:00:00+05:30,19.11661697199771,19.73998444902208,19.11661697199771,19.532196044921875,1626,0.0,0.0
2002-07-17 00:00:00+05:30,18.226092265784303,18.701038830763686,18.137038794033977,18.64167022705078,2430,0.0,0.0
2002-07-18 00:00:00+05:30,18.552615114185024,18.701036035098504,17.81051050961762,17.89956283569336,1845,0.0,0.0
2002-07-19 00:00:00+05:30,17.92924690246582,18.34482478313703,17.840193447986117,17.92924690246582,514,0.0,0.0
2002-07-22 00:00:00+05:30,17.21682662284159,18.99787765279072,16.059143000429955,17.780826568603516,2432,0.0,0.0
2002-07-23 00:00:00+05:30,18.07766960821428,18.255774270099792,17.513669624973787,18.018301010131836,1734,0.0,0.0
2002-07-24 00:00:00+05:30,17.810509146190594,18.34482419410398,17.810509146190594,18.077667236328125,2555,0.0,0.0
2002-07-25 00:00:00+05:30,19.29471786640646,19.29471786640646,17.335562351377543,18.344823837280273,1446,0.0,0.0
2002-07-26 00:00:00+05:30,17.276195250661548,17.72145800901694,16.326301139697694,16.919984817504883,1680,0.0,0.0
2002-07-29 00:00:00+05:30,16.029457431573423,17.18714092124282,14.842090214419837,16.059141159057617,2949,0.0,0.0
2002-07-30 00:00:00+05:30,16.177878877714686,16.47472069198468,16.02945797057969,16.237247467041016,1450,0.0,0.0
2002-07-31 00:00:00+05:30,16.35598650955028,16.35598650955028,16.029460906982422,16.029460906982422,1332,0.0,0.0
2002-08-01 00:00:00+05:30,16.02945927565396,16.91998479096807,16.02945927565396,16.385669708251953,2275,0.0,0.0
2002-08-02 00:00:00+05:30,16.623143101940887,16.919984943046973,16.02945941972871,16.8309326171875,1025,0.0,0.0
2002-08-05 00:00:00+05:30,16.326299073561184,16.326299073561184,15.317036496069122,15.73261547088623,1780,0.0,0.0
2002-08-06 00:00:00+05:30,15.732617346380708,17.009037017822266,15.732617346380708,17.009037017822266,890,0.0,0.0
2002-08-07 00:00:00+05:30,19.443139446429825,19.443139446429825,16.712194442749023,16.712194442749023,655,0.0,0.0
2002-08-08 00:00:00+05:30,16.05914416318228,16.71219648125316,16.05914416318228,16.623144149780273,1450,0.0,0.0
2002-08-09 00:00:00+05:30,16.029460430145264,17.216827869415283,16.029460430145264,16.623144149780273,501,0.0,0.0
2002-08-12 00:00:00+05:30,15.73261547088623,15.73261547088623,15.73261547088623,15.73261547088623,125,0.0,0.0
2002-08-13 00:00:00+05:30,13.387567823072056,16.029460906982422,13.387567823072056,16.029460906982422,52,0.0,0.0
2002-08-14 00:00:00+05:30,16.029460442047395,16.563775563643272,16.029460442047395,16.088829040527344,1250,0.0,0.0
2002-08-15 00:00:00+05:30,16.088829040527344,16.088829040527344,16.088829040527344,16.088829040527344,0,0.0,0.0
2002-08-16 00:00:00+05:30,17.810514002620273,17.810514002620273,16.326304502401918,16.890304565429688,700,0.0,0.0
2002-08-19 00:00:00+05:30,16.029460906982422,16.029460906982422,16.029460906982422,16.029460906982422,130,0.0,0.0
