Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-05-11 00:00:00-04:00,48.11806437733616,51.01496900232211,44.23915843852703,48.75636672973633,138000,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,50.57306940416748,52.9789734551267,48.510868072509766,48.510868072509766,96000,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,50.76946980964952,50.76946980964952,49.149166107177734,49.149166107177734,12000,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,49.34556837642894,50.082069396972656,49.1000680362477,50.082069396972656,18000,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,50.082069396972656,50.082069396972656,50.082069396972656,50.082069396972656,0,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,46.20316428777808,48.90366808908968,46.20316428777808,46.59596633911133,60000,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,45.22116344425004,46.39956586625133,45.22116344425004,45.957664489746094,18000,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,45.95766262910743,46.79236602783203,45.85946399209883,46.79236602783203,18000,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,46.792364132346364,47.6270637512207,46.792364132346364,47.6270637512207,12000,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,47.52886962890625,47.52886962890625,47.52886962890625,47.52886962890625,6000,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,47.52886962890625,47.52886962890625,47.52886962890625,47.52886962890625,0,0.0,0.0,0.0
2018-05-29 00:00:00-04:00,49.198265075683594,49.198265075683594,49.198265075683594,49.198265075683594,6000,0.0,0.0,0.0
2018-05-30 00:00:00-04:00,47.13606262207031,47.13606262207031,47.13606262207031,47.13606262207031,12000,0.0,0.0,0.0
2018-05-31 00:00:00-04:00,47.13606262207031,47.13606262207031,47.13606262207031,47.13606262207031,0,0.0,0.0,0.0
2018-06-01 00:00:00-04:00,47.62706580375516,49.001869201660156,47.62706580375516,49.001869201660156,24000,0.0,0.0,0.0
2018-06-04 00:00:00-04:00,47.67616618320586,48.70726688155818,47.62706686348203,47.72526550292969,30000,0.0,0.0,0.0
2018-06-05 00:00:00-04:00,47.13606309399162,47.6270637512207,47.13606309399162,47.6270637512207,18000,0.0,0.0,0.0
2018-06-06 00:00:00-04:00,47.6270637512207,47.6270637512207,47.6270637512207,47.6270637512207,0,0.0,0.0,0.0
2018-06-07 00:00:00-04:00,47.6270637512207,47.6270637512207,47.6270637512207,47.6270637512207,0,0.0,0.0,0.0
