Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2017-05-31 00:00:00-04:00,42.25,43.0,40.54999923706055,41.95000076293945,339000,0.0,0.0,0.0
2017-06-01 00:00:00-04:00,41.5,42.0,40.5,40.54999923706055,168000,0.0,0.0,0.0
2017-06-02 00:00:00-04:00,40.099998474121094,40.099998474121094,37.5,38.150001525878906,210000,0.0,0.0,0.0
2017-06-05 00:00:00-04:00,39.0,40.70000076293945,38.45000076293945,38.849998474121094,795000,0.0,0.0,0.0
2017-06-06 00:00:00-04:00,39.70000076293945,40.5,39.0,39.849998474121094,147000,0.0,0.0,0.0
2017-06-07 00:00:00-04:00,40.349998474121094,40.349998474121094,38.04999923706055,38.20000076293945,27000,0.0,0.0,0.0
2017-06-08 00:00:00-04:00,38.04999923706055,38.04999923706055,38.0,38.0,9000,0.0,0.0,0.0
2017-06-09 00:00:00-04:00,37.0,37.29999923706055,36.900001525878906,37.29999923706055,15000,0.0,0.0,0.0
2017-06-12 00:00:00-04:00,37.95000076293945,37.95000076293945,36.150001525878906,36.150001525878906,12000,0.0,0.0,0.0
2017-06-13 00:00:00-04:00,36.900001525878906,37.0,35.0,36.849998474121094,42000,0.0,0.0,0.0
2017-06-14 00:00:00-04:00,36.849998474121094,36.849998474121094,36.849998474121094,36.849998474121094,0,0.0,0.0,0.0
2017-06-15 00:00:00-04:00,37.0,37.0,37.0,37.0,3000,0.0,0.0,0.0
2017-06-16 00:00:00-04:00,37.04999923706055,38.5,37.04999923706055,38.0,66000,0.0,0.0,0.0
2017-06-19 00:00:00-04:00,37.0,38.849998474121094,37.0,38.849998474121094,6000,0.0,0.0,0.0
2017-06-20 00:00:00-04:00,38.900001525878906,38.900001525878906,36.25,36.25,45000,0.0,0.0,0.0
2017-06-21 00:00:00-04:00,37.0,37.5,37.0,37.5,24000,0.0,0.0,0.0
2017-06-22 00:00:00-04:00,37.25,37.25,37.04999923706055,37.04999923706055,9000,0.0,0.0,0.0
2017-06-23 00:00:00-04:00,37.0,37.20000076293945,37.0,37.20000076293945,6000,0.0,0.0,0.0
2017-06-26 00:00:00-04:00,37.20000076293945,37.20000076293945,37.20000076293945,37.20000076293945,0,0.0,0.0,0.0
2017-06-27 00:00:00-04:00,36.099998474121094,36.099998474121094,36.099998474121094,36.099998474121094,3000,0.0,0.0,0.0
