Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1996-01-02 00:00:00-05:00,5.632349193297214,5.712430000305176,5.605655478511715,5.712430000305176,8746,0.0,0.0,0.0
1996-01-03 00:00:00-05:00,5.605656147003174,5.605656147003174,5.605656147003174,5.605656147003174,1325,0.0,0.0,0.0
1996-01-04 00:00:00-05:00,5.7124306815298205,5.7124306815298205,5.605656147003174,5.605656147003174,1855,0.0,0.0,0.0
1996-01-05 00:00:00-05:00,5.605656147003174,5.605656147003174,5.605656147003174,5.605656147003174,265,0.0,0.0,0.0
1996-01-08 00:00:00-05:00,5.739124399498626,5.739124399498626,5.605656147003174,5.605656147003174,1855,0.0,0.0,0.0
1996-01-09 00:00:00-05:00,5.605656147003174,5.819204878707893,5.605656147003174,5.605656147003174,9673,0.0,0.0,0.0
1996-01-10 00:00:00-05:00,5.605656513706365,5.739124774932861,5.605656513706365,5.739124774932861,1457,0.0,0.0,0.0
1996-01-11 00:00:00-05:00,5.7124306815298205,5.7124306815298205,5.338720316709419,5.605656147003174,3180,0.0,0.0,0.0
1996-01-12 00:00:00-05:00,5.659042745387453,5.659042745387453,5.338719844818115,5.338719844818115,2252,0.0,0.0,0.0
1996-01-15 00:00:00-05:00,5.392107963562012,5.4721887882623825,5.392107963562012,5.392107963562012,1457,0.0,0.0,0.0
1996-01-16 00:00:00-05:00,5.392106938688247,5.392106938688247,5.338719844818115,5.338719844818115,2252,0.0,0.0,0.0
1996-01-17 00:00:00-05:00,5.285333156585693,5.285333156585693,5.285333156585693,5.285333156585693,132,0.0,0.0,0.0
1996-01-18 00:00:00-05:00,5.472188199670107,5.472188199670107,5.365413665771484,5.365413665771484,1590,0.0,0.0,0.0
1996-01-19 00:00:00-05:00,5.392106938688247,5.392106938688247,5.338719844818115,5.338719844818115,1855,0.0,0.0,0.0
1996-01-22 00:00:00-05:00,5.285332504583605,5.445494126299643,5.071783788078404,5.205251693725586,4240,0.0,0.0,0.0
1996-01-23 00:00:00-05:00,5.338720180291652,5.338720180291652,5.071784019470215,5.071784019470215,795,0.0,0.0,0.0
1996-01-24 00:00:00-05:00,5.3387199215283045,5.472187826795661,4.9383158683776855,4.9383158683776855,4240,0.0,0.0,0.0
1996-01-25 00:00:00-05:00,4.938316006261123,5.045090198516846,4.938316006261123,5.045090198516846,795,0.0,0.0,0.0
1996-01-26 00:00:00-05:00,5.045090198516846,5.045090198516846,5.045090198516846,5.045090198516846,0,0.0,0.0,0.0
1996-01-29 00:00:00-05:00,5.045090198516846,5.045090198516846,5.045090198516846,5.045090198516846,0,0.0,0.0,0.0
1996-01-30 00:00:00-05:00,5.045090198516846,5.045090198516846,5.045090198516846,5.045090198516846,0,0.0,0.0,0.0
1996-01-31 00:00:00-05:00,5.045090198516846,5.045090198516846,5.045090198516846,5.045090198516846,0,0.0,0.0,0.0
1996-02-01 00:00:00-05:00,4.537912158808785,4.911622524261475,4.537912158808785,4.911622524261475,927,0.0,0.0,0.0
1996-02-02 00:00:00-05:00,5.205251693725586,5.205251693725586,5.205251693725586,5.205251693725586,265,0.0,0.0,0.0
1996-02-05 00:00:00-05:00,5.071784019470215,5.071784019470215,5.071784019470215,5.071784019470215,662,0.0,0.0,0.0
