Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,4.939049067265548,4.97618480291576,4.6865257293585465,4.968757152557373,31213,0.0,0.0
2002-07-02 00:00:00+05:30,4.983611731033129,5.050455547912664,4.939048767089844,4.939048767089844,8300,0.0,0.0
2002-07-03 00:00:00+05:30,4.976184798920383,5.117300510406494,4.90191290832264,5.117300510406494,22367,0.0,0.0
2002-07-04 00:00:00+05:30,5.124726769129958,5.377249240875244,5.124726769129958,5.377249240875244,121797,0.0,0.0
2002-07-05 00:00:00+05:30,5.6297728557730915,5.644626897607707,5.161863199236428,5.562928199768066,653723,0.0,0.0
2002-07-08 00:00:00+05:30,5.421811662995759,5.6446260304993725,5.421811662995759,5.540646076202393,131246,0.0,0.0
2002-07-09 00:00:00+05:30,5.756034587598647,5.756034587598647,5.436667442321777,5.436667442321777,56079,0.0,0.0
2002-07-10 00:00:00+05:30,5.429239902977785,5.444094785156595,5.280697371544335,5.2955522537231445,56825,0.0,0.0
2002-07-11 00:00:00+05:30,5.3475411902935015,5.3623952314123065,5.236133575439453,5.236133575439453,21029,0.0,0.0
2002-07-12 00:00:00+05:30,5.065310001373291,5.065310001373291,5.050455122168532,5.065310001373291,8762,0.0,0.0
2002-07-15 00:00:00+05:30,4.976184756777699,5.310405955173826,4.976184756777699,4.991038799285889,10455,0.0,0.0
2002-07-16 00:00:00+05:30,4.738515093638242,5.340114461836705,4.738515093638242,4.976184368133545,46535,0.0,0.0
2002-07-17 00:00:00+05:30,4.716234550196315,4.9613298130265004,4.716234550196315,4.75337028503418,13285,0.0,0.0
2002-07-18 00:00:00+05:30,4.901912805028695,4.901912805028695,4.75337028503418,4.75337028503418,13700,0.0,0.0
2002-07-19 00:00:00+05:30,4.75337028503418,4.75337028503418,4.75337028503418,4.75337028503418,0,0.0,0.0
2002-07-22 00:00:00+05:30,4.75337028503418,4.75337028503418,4.75337028503418,4.75337028503418,0,0.0,0.0
2002-07-23 00:00:00+05:30,4.456284184650033,4.805359823146763,4.456284184650033,4.567691802978516,124082,0.0,0.0
2002-07-24 00:00:00+05:30,4.3820137173182125,4.530556249560354,4.3820137173182125,4.508274555206299,19928,0.0,0.0
2002-07-25 00:00:00+05:30,4.419147821447857,4.419147821447857,4.33002233505249,4.33002233505249,4156,0.0,0.0
2002-07-26 00:00:00+05:30,4.196335004181526,4.196335004181526,3.8992491026567584,3.9141039848327637,37370,0.0,0.0
2002-07-29 00:00:00+05:30,3.8026963930530093,3.8992491443378707,3.7581334234765422,3.8101232051849365,13783,0.0,0.0
2002-07-30 00:00:00+05:30,3.936384172738991,4.08492667895168,3.787841666526303,3.824977397918701,11793,0.0,0.0
2002-07-31 00:00:00+05:30,3.854685740997823,3.936384439468384,3.854685740997823,3.936384439468384,4985,0.0,0.0
